   5.8823529411764712E-004   5.8823529411764712E-004   5260.3275989813637        1.0000000000000000     
   5.8823529411764712E-004   1.1764705882352942E-003   4979.1914500686389        1.0000000000000000     
   5.8823529411764712E-004   1.7647058823529412E-003   4711.0176811615565        1.0000000000000000     
   5.8823529411764712E-004   2.3529411764705885E-003   4455.7665621322931        1.0000000000000000     
   5.8823529411764712E-004   2.9411764705882357E-003   4213.3749954829755        1.0000000000000000     
   5.8823529411764712E-004   3.5294117647058825E-003   3983.7529175798163        1.0000000000000000     
   5.8823529411764712E-004   4.1176470588235297E-003   3766.7793804600074        1.0000000000000000     
   5.8823529411764712E-004   4.7058823529411769E-003   3562.2988521200800        1.0000000000000000     
   5.8823529411764712E-004   5.2941176470588241E-003   3370.1182060884785        1.0000000000000000     
   5.8823529411764712E-004   5.8823529411764714E-003   3190.0047492469416        1.0000000000000000     
   5.8823529411764712E-004   6.4705882352941186E-003   3021.6854916380007        1.0000000000000000     
   5.8823529411764712E-004   7.0588235294117650E-003   2864.8477207319115        1.0000000000000000     
   5.8823529411764712E-004   7.6470588235294122E-003   2719.1408238418317        1.0000000000000000     
   5.8823529411764712E-004   8.2352941176470594E-003   2584.1792150000383        1.0000000000000000     
   5.8823529411764712E-004   8.8235294117647075E-003   2459.5461678303855        1.0000000000000000     
   5.8823529411764712E-004   9.4117647058823539E-003   2344.7983300171791        1.0000000000000000     
   5.8823529411764712E-004   1.0000000000000000E-002   2239.4706917731482        1.0000000000000000     
   5.8823529411764712E-004   1.0588235294117648E-002   2143.0817936847507        1.0000000000000000     
   5.8823529411764712E-004   1.1176470588235295E-002   2055.1389825508672        1.0000000000000000     
   5.8823529411764712E-004   1.1764705882352943E-002   1975.1435525635206        1.0000000000000000     
   5.8823529411764712E-004   1.2352941176470589E-002   1902.5956398707460        1.0000000000000000     
   5.8823529411764712E-004   1.2941176470588237E-002   1836.9987687775272        1.0000000000000000     
   5.8823529411764712E-004   1.3529411764705884E-002   1777.8639760301874        1.0000000000000000     
   5.8823529411764712E-004   1.4117647058823530E-002   1724.7134649037828        1.0000000000000000     
   5.8823529411764712E-004   1.4705882352941178E-002   1677.0837627485680        1.0000000000000000     
   5.8823529411764712E-004   1.5294117647058824E-002   1634.5283741417591        1.0000000000000000     
   5.8823529411764712E-004   1.5882352941176472E-002   1596.6199369271696        1.0000000000000000     
